	ensembl_id	gene_name
11010	ENSG00000139133	ALG10
11011	ENSG00000175548	ALG10B
11012	ENSG00000139117	CPNE8
11013	ENSG00000139116	KIF21A
11014	ENSG00000173208	ABCD2
11015	ENSG00000180116	C12orf40
11016	ENSG00000151229	SLC2A13
11017	ENSG00000188906	LRRK2
11018	ENSG00000018236	CNTN1
11019	ENSG00000165966	PDZRN4
11020	ENSG00000151233	GXYLT1
11021	ENSG00000015153	YAF2
11022	ENSG00000134283	PPHLN1
11023	ENSG00000139168	ZCRB1
11024	ENSG00000139174	PRICKLE1
11025	ENSG00000173157	ADAMTS20
11026	ENSG00000198001	IRAK4
11027	ENSG00000151239	TWF1
11028	ENSG00000139173	TMEM117
11029	ENSG00000184613	NELL2
11030	ENSG00000185610	DBX2
11031	ENSG00000177119	ANO6
11032	ENSG00000189079	ARID2
11033	ENSG00000139218	SCAF11
11034	ENSG00000111371	SLC38A1
11035	ENSG00000134294	SLC38A2
11036	ENSG00000139209	SLC38A4
11037	ENSG00000139211	AMIGO2
11038	ENSG00000179715	PCED1B
11039	ENSG00000005175	RPAP3
11040	ENSG00000111405	ENDOU
11041	ENSG00000079337	RAPGEF3
11042	ENSG00000211584	SLC48A1
11043	ENSG00000061273	HDAC7
11044	ENSG00000111424	VDR
11045	ENSG00000134291	TMEM106C
11046	ENSG00000139219	COL2A1
11047	ENSG00000079387	SENP1
11048	ENSG00000152556	PFKM
11049	ENSG00000177981	ASB8
11050	ENSG00000177875	CCDC184
11051	ENSG00000187166	H1-7
11052	ENSG00000167528	ZNF641
11053	ENSG00000139223	ANP32D
11054	ENSG00000177627	C12orf54
11055	ENSG00000167531	LALBA
11056	ENSG00000139620	KANSL2
11057	ENSG00000129315	CCNT1
11058	ENSG00000257987	TEX49
11059	ENSG00000174233	ADCY6
11060	ENSG00000167535	CACNB3
11061	ENSG00000174243	DDX23
11062	ENSG00000172602	RND1
11063	ENSG00000139537	CCDC65
11064	ENSG00000134285	FKBP11
11065	ENSG00000134287	ARF3
11066	ENSG00000169884	WNT10B
11067	ENSG00000125084	WNT1
11068	ENSG00000181418	DDN
11069	ENSG00000181929	PRKAG1
11070	ENSG00000167548	KMT2D
11071	ENSG00000167550	RHEBL1
11072	ENSG00000139549	DHH
11073	ENSG00000139636	LMBR1L
11074	ENSG00000123416	TUBA1B
11075	ENSG00000167552	TUBA1A
11076	ENSG00000167553	TUBA1C
11077	ENSG00000135406	PRPH
11078	ENSG00000135451	TROAP
11079	ENSG00000186897	C1QL4
11080	ENSG00000178401	DNAJC22
11081	ENSG00000123352	SPATS2
11082	ENSG00000135519	KCNH3
11083	ENSG00000187778	MCRS1
11084	ENSG00000110844	PRPF40B
11085	ENSG00000135436	FAM186B
11086	ENSG00000161791	FMNL3
11087	ENSG00000139644	TMBIM6
11088	ENSG00000167566	NCKAP5L
11089	ENSG00000186666	BCDIN3D
11090	ENSG00000135472	FAIM2
11091	ENSG00000167580	AQP2
11092	ENSG00000161798	AQP5
11093	ENSG00000086159	AQP6
11094	ENSG00000161800	RACGAP1
11095	ENSG00000110881	ASIC1
11096	ENSG00000066117	SMARCD1
11097	ENSG00000167588	GPD1
11098	ENSG00000178449	COX14
11099	ENSG00000139624	CERS5
11100	ENSG00000050405	LIMA1
11101	ENSG00000185958	FAM186A
11102	ENSG00000161813	LARP4
11103	ENSG00000066084	DIP2B
11104	ENSG00000123268	ATF1
11105	ENSG00000186452	TMPRSS12
11106	ENSG00000185432	METTL7A
11107	ENSG00000110911	SLC11A2
11108	ENSG00000050426	LETMD1
11109	ENSG00000110925	CSRNP2
11110	ENSG00000135457	TFCP2
11111	ENSG00000184271	POU6F1
11112	ENSG00000183283	DAZAP2
11113	ENSG00000170545	SMAGP
11114	ENSG00000110934	BIN2
11115	ENSG00000139610	CELA1
11116	ENSG00000139629	GALNT6
11117	ENSG00000050438	SLC4A8
11118	ENSG00000196876	SCN8A
11119	ENSG00000261308	FIGNL2
11120	ENSG00000167612	ANKRD33
11121	ENSG00000139567	ACVRL1
11122	ENSG00000135503	ACVR1B
11123	ENSG00000161835	TAMALIN
11124	ENSG00000123358	NR4A1
11125	ENSG00000123395	ATG101
11127	ENSG00000167767	KRT80
11128	ENSG00000135480	KRT7
11129	ENSG00000170442	KRT86
11130	ENSG00000205426	KRT81
11131	ENSG00000170523	KRT83
11132	ENSG00000135443	KRT85
11133	ENSG00000161849	KRT84
11134	ENSG00000161850	KRT82
11135	ENSG00000170454	KRT75
11136	ENSG00000185479	KRT6B
11137	ENSG00000170465	KRT6C
11138	ENSG00000205420	KRT6A
11139	ENSG00000186081	KRT5
11140	ENSG00000139648	KRT71
11141	ENSG00000170484	KRT74
11142	ENSG00000170486	KRT72
11143	ENSG00000186049	KRT73
11144	ENSG00000172867	KRT2
11145	ENSG00000167768	KRT1
11146	ENSG00000189182	KRT77
11147	ENSG00000185069	KRT76
11148	ENSG00000186442	KRT3
11149	ENSG00000170477	KRT4
11150	ENSG00000185640	KRT79
11151	ENSG00000170423	KRT78
11152	ENSG00000170421	KRT8
11153	ENSG00000111057	KRT18
11154	ENSG00000063046	EIF4B
11155	ENSG00000111077	TNS2
11156	ENSG00000167778	SPRYD3
11157	ENSG00000167779	IGFBP6
11158	ENSG00000167780	SOAT2
11159	ENSG00000139631	CSAD
11160	ENSG00000139651	ZNF740
11161	ENSG00000139626	ITGB7
11162	ENSG00000172819	RARG
11163	ENSG00000182544	MFSD5
11164	ENSG00000135476	ESPL1
11165	ENSG00000123349	PFDN5
11166	ENSG00000139637	MYG1
11167	ENSG00000094914	AAAS
11168	ENSG00000170374	SP7
11169	ENSG00000185591	SP1
11170	ENSG00000135409	AMHR2
11171	ENSG00000205352	PRR13
11172	ENSG00000197111	PCBP2
11173	ENSG00000139625	MAP3K12
11174	ENSG00000139546	TARBP2
11175	ENSG00000139574	NPFF
11176	ENSG00000170653	ATF7
11177	ENSG00000135390	ATP5MC2
11178	ENSG00000012822	CALCOCO1
11179	ENSG00000123364	HOXC13
11180	ENSG00000123407	HOXC12
11181	ENSG00000123388	HOXC11
11182	ENSG00000180818	HOXC10
11183	ENSG00000197757	HOXC6
11184	ENSG00000180806	HOXC9
11185	ENSG00000037965	HOXC8
11186	ENSG00000198353	HOXC4
11187	ENSG00000172789	HOXC5
11188	ENSG00000123415	SMUG1
11189	ENSG00000135486	HNRNPA1
11190	ENSG00000123405	NFE2
11191	ENSG00000111481	COPZ1
11192	ENSG00000139572	GPR84
11193	ENSG00000161642	ZNF385A
11194	ENSG00000161638	ITGA5
11195	ENSG00000170627	GTSF1
11196	ENSG00000123338	NCKAP1L
11197	ENSG00000123360	PDE1B
11198	ENSG00000135447	PPP1R1A
11199	ENSG00000135413	LACRT
11200	ENSG00000161634	DCD
11201	ENSG00000172551	MUCL1
11202	ENSG00000135426	TESPA1
11203	ENSG00000123307	NEUROD4
11204	ENSG00000170605	OR9K2
11205	ENSG00000197706	OR6C74
11206	ENSG00000188324	OR6C6
11207	ENSG00000205330	OR6C1
11208	ENSG00000205329	OR6C3
11209	ENSG00000187857	OR6C75
11210	ENSG00000179695	OR6C2
11211	ENSG00000179626	OR6C4
11212	ENSG00000179615	OR2AP1
11213	ENSG00000170439	METTL7B
11214	ENSG00000135424	ITGA7
11215	ENSG00000135441	BLOC1S1
11216	ENSG00000135437	RDH5
11217	ENSG00000135404	CD63
11218	ENSG00000135414	GDF11
11219	ENSG00000205323	SARNP
11220	ENSG00000123353	ORMDL2
11221	ENSG00000135392	DNAJC14
11222	ENSG00000123342	MMP19
11223	ENSG00000170473	PYM1
11224	ENSG00000065357	DGKA
11225	ENSG00000185664	PMEL
11226	ENSG00000123374	CDK2
11227	ENSG00000111540	RAB5B
11228	ENSG00000139531	SUOX
11229	ENSG00000123411	IKZF4
11230	ENSG00000197728	RPS26
11231	ENSG00000065361	ERBB3
11232	ENSG00000170515	PA2G4
11233	ENSG00000229117	RPL41
11234	ENSG00000139641	ESYT1
11235	ENSG00000135482	ZC3H10
11236	ENSG00000196465	MYL6B
11237	ENSG00000092841	MYL6
11238	ENSG00000139613	SMARCC2
11239	ENSG00000181852	RNF41
11240	ENSG00000139579	NABP2
11241	ENSG00000139540	SLC39A5
11242	ENSG00000139645	ANKRD52
11243	ENSG00000135469	COQ10A
11244	ENSG00000062485	CS
11245	ENSG00000257727	CNPY2
11246	ENSG00000135473	PAN2
11247	ENSG00000110944	IL23A
11248	ENSG00000170581	STAT2
11249	ENSG00000175336	APOF
11250	ENSG00000111602	TIMELESS
11251	ENSG00000135517	MIP
11252	ENSG00000135423	GLS2
11253	ENSG00000076067	RBMS2
11254	ENSG00000076108	BAZ2A
11255	ENSG00000110955	ATP5F1B
11256	ENSG00000110958	PTGES3
11257	ENSG00000196531	NACA
11258	ENSG00000198056	PRIM1
11259	ENSG00000025423	HSD17B6
11260	ENSG00000170426	SDR9C7
11261	ENSG00000139547	RDH16
11262	ENSG00000166856	GPR182
11263	ENSG00000166860	ZBTB39
11264	ENSG00000166863	TAC3
11265	ENSG00000166866	MYO1A
11266	ENSG00000166881	NEMP1
11267	ENSG00000166886	NAB2
11268	ENSG00000166888	STAT6
11269	ENSG00000123384	LRP1
11270	ENSG00000182379	NXPH4
11271	ENSG00000182199	SHMT2
11272	ENSG00000185633	NDUFA4L2
11273	ENSG00000185482	STAC3
11274	ENSG00000179912	R3HDM2
11275	ENSG00000175189	INHBC
11276	ENSG00000139269	INHBE
11277	ENSG00000111087	GLI1
11278	ENSG00000123329	ARHGAP9
11279	ENSG00000166986	MARS1
11280	ENSG00000175197	DDIT3
11281	ENSG00000166987	MBD6
11282	ENSG00000175203	DCTN2
11283	ENSG00000155980	KIF5A
11284	ENSG00000166908	PIP4K2C
11285	ENSG00000178498	DTX3
11286	ENSG00000240771	ARHGEF25
11287	ENSG00000135454	B4GALNT1
11288	ENSG00000135506	OS9
11289	ENSG00000135439	AGAP2
11290	ENSG00000135452	TSPAN31
11291	ENSG00000135446	CDK4
11292	ENSG00000139266	MARCHF9
11293	ENSG00000111012	CYP27B1
11294	ENSG00000037897	METTL1
11295	ENSG00000123427	EEF1AKMT3
11296	ENSG00000123297	TSFM
11297	ENSG00000135407	AVIL
11298	ENSG00000175215	CTDSP2
11299	ENSG00000166896	ATP23
11300	ENSG00000139263	LRIG3
11301	ENSG00000198673	TAFA2
11302	ENSG00000061987	MON2
11303	ENSG00000111110	PPM1H
11304	ENSG00000166148	AVPR1A
11305	ENSG00000177990	DPY19L2
11306	ENSG00000118600	RXYLT1
11307	ENSG00000174206	KICS2
11308	ENSG00000185306	C12orf56
11309	ENSG00000184575	XPOT
11310	ENSG00000183735	TBK1
11311	ENSG00000153179	RASSF3
11312	ENSG00000135677	GNS
11313	ENSG00000111490	TBC1D30
11314	ENSG00000156076	WIF1
11315	ENSG00000174106	LEMD3
11316	ENSG00000174099	MSRB3
11317	ENSG00000149948	HMGA2
11318	ENSG00000139233	LLPH
11319	ENSG00000155957	TMBIM4
11320	ENSG00000090376	IRAK3
11321	ENSG00000127311	HELB
11322	ENSG00000155974	GRIP1
11323	ENSG00000111530	CAND1
11324	ENSG00000127334	DYRK2
11325	ENSG00000111537	IFNG
11326	ENSG00000111536	IL26
11327	ENSG00000127318	IL22
11328	ENSG00000111554	MDM1
11329	ENSG00000111581	NUP107
11330	ENSG00000135679	MDM2
11331	ENSG00000135678	CPM
11332	ENSG00000111605	CPSF6
11333	ENSG00000090382	LYZ
11334	ENSG00000127337	YEATS4
11335	ENSG00000166225	FRS2
11336	ENSG00000166226	CCT2
11337	ENSG00000198812	LRRC10
11338	ENSG00000127325	BEST3
11339	ENSG00000127328	RAB3IP
11340	ENSG00000166268	MYRFL
11341	ENSG00000111596	CNOT2
11342	ENSG00000135643	KCNMB4
11343	ENSG00000127329	PTPRB
11344	ENSG00000153233	PTPRR
11345	ENSG00000127324	TSPAN8
11346	ENSG00000139292	LGR5
11347	ENSG00000133858	ZFC3H1
11348	ENSG00000173451	THAP2
11349	ENSG00000139291	TMEM19
11350	ENSG00000121749	TBC1D15
11351	ENSG00000139287	TPH2
11352	ENSG00000072657	TRHDE
11353	ENSG00000253719	ATXN7L3B
11354	ENSG00000166006	KCNC2
11355	ENSG00000180881	CAPS2
11356	ENSG00000173401	GLIPR1L1
11357	ENSG00000180481	GLIPR1L2
11358	ENSG00000139278	GLIPR1
11359	ENSG00000111615	KRR1
11360	ENSG00000139289	PHLDA1
11361	ENSG00000179941	BBS10
11362	ENSG00000091039	OSBPL8
11363	ENSG00000186908	ZDHHC17
11364	ENSG00000175183	CSRP2
11365	ENSG00000165891	E2F7
11366	ENSG00000067798	NAV3
11367	ENSG00000067715	SYT1
11368	ENSG00000177425	PAWR
11369	ENSG00000058272	PPP1R12A
11370	ENSG00000165899	OTOGL
11371	ENSG00000139304	PTPRQ
11372	ENSG00000111046	MYF6
11373	ENSG00000111049	MYF5
11374	ENSG00000111052	LIN7A
11375	ENSG00000111058	ACSS3
11376	ENSG00000139220	PPFIA2
11377	ENSG00000133773	CCDC59
11378	ENSG00000127720	METTL25
11379	ENSG00000179104	TMTC2
11380	ENSG00000072041	SLC6A15
11381	ENSG00000231738	TSPAN19
11382	ENSG00000133640	LRRIQ1
11383	ENSG00000180318	ALX1
11384	ENSG00000198774	RASSF9
11385	ENSG00000133636	NTS
11386	ENSG00000165805	C12orf50
11387	ENSG00000133641	C12orf29
11388	ENSG00000198707	CEP290
11389	ENSG00000139324	TMTC3
11390	ENSG00000049130	KITLG
11391	ENSG00000139318	DUSP6
11392	ENSG00000139323	POC1B
11393	ENSG00000257594	GALNT4
11394	ENSG00000070961	ATP2B1
11395	ENSG00000197651	CCER1
11396	ENSG00000083782	EPYC
11397	ENSG00000139330	KERA
11398	ENSG00000139329	LUM
11399	ENSG00000011465	DCN
11400	ENSG00000133639	BTG1
11401	ENSG00000187510	PLEKHG7
11402	ENSG00000102189	EEA1
11403	ENSG00000173598	NUDT4
11404	ENSG00000177889	UBE2N
11405	ENSG00000120833	SOCS2
11406	ENSG00000169372	CRADD
11407	ENSG00000136040	PLXNC1
11408	ENSG00000173588	CEP83
11409	ENSG00000057704	TMCC3
11410	ENSG00000184752	NDUFA12
11411	ENSG00000120798	NR2C1
11412	ENSG00000180263	FGD6
11413	ENSG00000028203	VEZT
11414	ENSG00000111142	METAP2
11415	ENSG00000136014	USP44
11416	ENSG00000074527	NTN4
11417	ENSG00000139343	SNRPF
11418	ENSG00000165972	CCDC38
11419	ENSG00000139344	AMDHD1
11420	ENSG00000084110	HAL
11421	ENSG00000111144	LTA4H
11422	ENSG00000111145	ELK3
11423	ENSG00000059758	CDK17
11424	ENSG00000188596	CFAP54
11425	ENSG00000139350	NEDD1
11426	ENSG00000120802	TMPO
11427	ENSG00000075415	SLC25A3
11428	ENSG00000166130	IKBIP
11429	ENSG00000120868	APAF1
11430	ENSG00000185046	ANKS1B
11431	ENSG00000180219	FAM71C
11432	ENSG00000111647	UHRF1BP1L
11433	ENSG00000075089	ACTR6
11434	ENSG00000166153	DEPDC4
11435	ENSG00000136021	SCYL2
11436	ENSG00000179520	SLC17A8
11437	ENSG00000012504	NR1H4
11438	ENSG00000139354	GAS2L3
11439	ENSG00000151572	ANO4
11440	ENSG00000256870	SLC5A8
11441	ENSG00000120800	UTP20
11442	ENSG00000120805	ARL1
11443	ENSG00000166211	SPIC
11444	ENSG00000196091	MYBPC1
11445	ENSG00000111666	CHPT1
11446	ENSG00000139351	SYCP3
11447	ENSG00000111670	GNPTAB
11448	ENSG00000136048	DRAM1
11449	ENSG00000120860	WASHC3
11450	ENSG00000075188	NUP37
11451	ENSG00000185480	PARPBP
11452	ENSG00000183395	PMCH
11453	ENSG00000017427	IGF1
11454	ENSG00000171759	PAH
11455	ENSG00000139352	ASCL1
11456	ENSG00000179088	C12orf42
11457	ENSG00000136011	STAB2
11458	ENSG00000111696	NT5DC3
11459	ENSG00000166598	HSP90B1
11460	ENSG00000204954	C12orf73
11461	ENSG00000139372	TDG
11462	ENSG00000120820	GLT8D2
11463	ENSG00000111727	HCFC2
11464	ENSG00000120837	NFYB
11465	ENSG00000198431	TXNRD1
11466	ENSG00000255150	EID3
11467	ENSG00000171310	CHST11
11468	ENSG00000136052	SLC41A2
11469	ENSG00000136010	ALDH1L2
11470	ENSG00000136051	WASHC4
11471	ENSG00000136044	APPL2
11472	ENSG00000235162	C12orf75
11473	ENSG00000074590	NUAK1
11474	ENSG00000136026	CKAP4
11475	ENSG00000166046	TCP11L2
11476	ENSG00000013503	POLR3B
11477	ENSG00000111783	RFX4
11478	ENSG00000111785	RIC8B
11479	ENSG00000151135	TMEM263
11480	ENSG00000120832	MTERF2
11481	ENSG00000008405	CRY1
11482	ENSG00000151136	BTBD11
11483	ENSG00000136045	PWP1
11484	ENSG00000110851	PRDM4
11485	ENSG00000187855	ASCL4
11486	ENSG00000075035	WSCD2
11487	ENSG00000174600	CMKLR1
11488	ENSG00000198855	FICD
11489	ENSG00000075856	SART3
11490	ENSG00000136003	ISCU
11491	ENSG00000183160	TMEM119
11492	ENSG00000110876	SELPLG
11493	ENSG00000110880	CORO1C
11494	ENSG00000084112	SSH1
11495	ENSG00000110887	DAO
11496	ENSG00000166111	SVOP
11497	ENSG00000135093	USP30
11498	ENSG00000189046	ALKBH2
11499	ENSG00000076248	UNG
11500	ENSG00000076555	ACACB
11501	ENSG00000139445	FOXN4
11502	ENSG00000174527	MYO1H
11503	ENSG00000110906	KCTD10
11504	ENSG00000151148	UBE3B
11505	ENSG00000139428	MMAB
11506	ENSG00000110921	MVK
11507	ENSG00000139438	FAM222A
11508	ENSG00000111199	TRPV4
11509	ENSG00000139433	GLTP
11510	ENSG00000139437	TCHP
11511	ENSG00000139436	GIT2
11512	ENSG00000076513	ANKRD13A
11513	ENSG00000174456	C12orf76
11514	ENSG00000122970	IFT81
11515	ENSG00000174437	ATP2A2
11516	ENSG00000196510	ANAPC7
11517	ENSG00000111229	ARPC3
11518	ENSG00000111231	GPN3
11519	ENSG00000204856	FAM216A
11520	ENSG00000111237	VPS29
11521	ENSG00000151164	RAD9B
11522	ENSG00000196850	PPTC7
11523	ENSG00000204852	TCTN1
11524	ENSG00000122986	HVCN1
11525	ENSG00000186298	PPP1CC
11526	ENSG00000173093	CCDC63
11527	ENSG00000111245	MYL2
11528	ENSG00000111249	CUX2
11529	ENSG00000198324	PHETA1
11530	ENSG00000111252	SH2B3
11531	ENSG00000204842	ATXN2
11532	ENSG00000089234	BRAP
11533	ENSG00000111271	ACAD10
11534	ENSG00000111275	ALDH2
11535	ENSG00000089022	MAPKAPK5
11536	ENSG00000198270	TMEM116
11537	ENSG00000089248	ERP29
11538	ENSG00000111300	NAA25
11539	ENSG00000135148	TRAFD1
11540	ENSG00000173064	HECTD4
11541	ENSG00000089009	RPL6
11542	ENSG00000179295	PTPN11
11543	ENSG00000089169	RPH3A
11544	ENSG00000089127	OAS1
11545	ENSG00000111331	OAS3
11546	ENSG00000111335	OAS2
11547	ENSG00000135144	DTX1
11548	ENSG00000111344	RASAL1
11549	ENSG00000186710	CFAP73
11550	ENSG00000123064	DDX54
11551	ENSG00000139405	RITA1
11552	ENSG00000166578	IQCD
11553	ENSG00000186815	TPCN1
11554	ENSG00000089060	SLC8B1
11555	ENSG00000151176	PLBD2
11556	ENSG00000135094	SDS
11557	ENSG00000139410	SDSL
11558	ENSG00000089116	LHX5
11559	ENSG00000122965	RBM19
11560	ENSG00000089225	TBX5
11561	ENSG00000135111	TBX3
11562	ENSG00000123066	MED13L
11563	ENSG00000258102	MAP1LC3B2
11564	ENSG00000111412	SPRING1
11565	ENSG00000135119	RNFT2
11566	ENSG00000135116	HRK
11567	ENSG00000174989	FBXW8
11568	ENSG00000088992	TESC
11569	ENSG00000135108	FBXO21
11570	ENSG00000089250	NOS1
11571	ENSG00000111445	RFC5
11572	ENSG00000176871	WSB2
11573	ENSG00000176834	VSIG10
11574	ENSG00000089220	PEBP1
11575	ENSG00000135090	TAOK3
11576	ENSG00000111707	SUDS3
11577	ENSG00000139767	SRRM4
11578	ENSG00000152137	HSPB8
11579	ENSG00000183273	CCDC60
11580	ENSG00000224982	TMEM233
11581	ENSG00000111725	PRKAB1
11582	ENSG00000122966	CIT
11583	ENSG00000135127	BICDL1
11584	ENSG00000111737	RAB35
11585	ENSG00000089154	GCN1
11586	ENSG00000089157	RPLP0
11587	ENSG00000089159	PXN
11588	ENSG00000089163	SIRT4
11589	ENSG00000170890	PLA2G1B
11590	ENSG00000135097	MSI1
11591	ENSG00000111775	COX6A1
11592	ENSG00000170855	TRIAP1
11593	ENSG00000257218	GATC
11594	ENSG00000111786	SRSF9
11595	ENSG00000088986	DYNLL1
11596	ENSG00000110871	COQ5
11597	ENSG00000022840	RNF10
11598	ENSG00000167272	POP5
11599	ENSG00000157782	CABP1
11600	ENSG00000110917	MLEC
11601	ENSG00000175970	UNC119B
11602	ENSG00000122971	ACADS
11603	ENSG00000157837	SPPL3
11604	ENSG00000135100	HNF1A
11605	ENSG00000157895	C12orf43
11606	ENSG00000135114	OASL
11607	ENSG00000089041	P2RX7
11608	ENSG00000135124	P2RX4
11609	ENSG00000110931	CAMKK2
11610	ENSG00000089053	ANAPC5
11611	ENSG00000170633	RNF34
11612	ENSG00000089094	KDM2B
11613	ENSG00000276045	ORAI1
11614	ENSG00000139714	MORN3
11615	ENSG00000188735	TMEM120B
11616	ENSG00000139725	RHOF
11617	ENSG00000139718	SETD1B
11618	ENSG00000158104	HPD
11619	ENSG00000110801	PSMD9
11620	ENSG00000158023	CFAP251
11621	ENSG00000110987	BCL7A
11622	ENSG00000175727	MLXIP
11623	ENSG00000158113	LRRC43
11624	ENSG00000204671	IL31
11625	ENSG00000176383	B3GNT4
11626	ENSG00000184047	DIABLO
11627	ENSG00000139719	VPS33A
11628	ENSG00000130779	CLIP1
11629	ENSG00000033030	ZCCHC8
11630	ENSG00000111011	RSRC2
11631	ENSG00000184445	KNTC1
11632	ENSG00000182782	HCAR2
11633	ENSG00000255398	HCAR3
11634	ENSG00000196917	HCAR1
11635	ENSG00000139726	DENR
11636	ENSG00000130783	CCDC62
11637	ENSG00000130787	HIP1R
11638	ENSG00000139722	VPS37B
11639	ENSG00000150967	ABCB9
11640	ENSG00000111325	OGFOD2
11641	ENSG00000182196	ARL6IP4
11642	ENSG00000090975	PITPNM2
11643	ENSG00000051825	MPHOSPH9
11644	ENSG00000130921	MTRFR
11645	ENSG00000111328	CDK2AP1
11646	ENSG00000139697	SBNO1
11647	ENSG00000183955	KMT5A
11648	ENSG00000150977	RILPL2
11649	ENSG00000184209	SNRNP35
11650	ENSG00000188026	RILPL1
11651	ENSG00000086598	TMED2
11652	ENSG00000111364	DDX55
11653	ENSG00000111361	EIF2B1
11654	ENSG00000111358	GTF2H3
11655	ENSG00000168778	TCTN2
11656	ENSG00000185344	ATP6V0A2
11657	ENSG00000197653	DNAH10
11658	ENSG00000119242	CCDC92
11659	ENSG00000179195	ZNF664
11660	ENSG00000178882	RFLNA
11661	ENSG00000196498	NCOR2
11662	ENSG00000073060	SCARB1
11663	ENSG00000150991	UBC
11664	ENSG00000150990	DHX37
11665	ENSG00000184992	BRI3BP
11666	ENSG00000081760	AACS
11667	ENSG00000139364	TMEM132B
11668	ENSG00000181234	TMEM132C
11669	ENSG00000139370	SLC15A4
11670	ENSG00000151948	GLT1D1
11671	ENSG00000151952	TMEM132D
11672	ENSG00000111432	FZD10
11673	ENSG00000125207	PIWIL1
11674	ENSG00000060709	RIMBP2
11675	ENSG00000111450	STX2
11676	ENSG00000132341	RAN
11677	ENSG00000111452	ADGRD1
11678	ENSG00000061936	SFSWAP
11679	ENSG00000198598	MMP17
11680	ENSG00000177169	ULK1
11681	ENSG00000177192	PUS1
11682	ENSG00000183495	EP400
11683	ENSG00000185163	DDX51
11684	ENSG00000184967	NOC4L
11685	ENSG00000182870	GALNT9
11686	ENSG00000112787	FBRSL1
11687	ENSG00000204583	LRCOL1
11688	ENSG00000187848	P2RX2
11689	ENSG00000177084	POLE
11690	ENSG00000176894	PXMP2
11691	ENSG00000247077	PGAM5
11692	ENSG00000176915	ANKLE2
11693	ENSG00000090615	GOLGA3
11694	ENSG00000072609	CHFR
11695	ENSG00000196458	ZNF605
11696	ENSG00000198040	ZNF84
11697	ENSG00000196387	ZNF140
11698	ENSG00000256223	ZNF10
11699	ENSG00000227059	ANHX
11700	ENSG00000198033	TUBA3C
11701	ENSG00000132958	TPTE2
11702	ENSG00000196199	MPHOSPH8
11703	ENSG00000121390	PSPC1
11704	ENSG00000132950	ZMYM5
11705	ENSG00000121741	ZMYM2
11706	ENSG00000121743	GJA3
11707	ENSG00000165474	GJB2
11708	ENSG00000121742	GJB6
11709	ENSG00000165475	CRYL1
11710	ENSG00000032742	IFT88
11711	ENSG00000172458	IL17D
11712	ENSG00000150456	EEF1AKMT1
11713	ENSG00000132953	XPO4
11714	ENSG00000150457	LATS2
11715	ENSG00000150459	SAP18
11716	ENSG00000165480	SKA3
11717	ENSG00000173141	MRPL57
11718	ENSG00000180776	ZDHHC20
11719	ENSG00000165487	MICU2
11720	ENSG00000102678	FGF9
11721	ENSG00000102683	SGCG
11722	ENSG00000151835	SACS
11723	ENSG00000127863	TNFRSF19
11724	ENSG00000027001	MIPEP
11725	ENSG00000205863	C1QTNF9B
11726	ENSG00000182957	SPATA13
11727	ENSG00000240654	C1QTNF9
11728	ENSG00000102699	PARP4
11729	ENSG00000075673	ATP12A
11730	ENSG00000132972	RNF17
11731	ENSG00000151849	CENPJ
11732	ENSG00000151846	PABPC3
11733	ENSG00000165566	AMER2
11734	ENSG00000139505	MTMR6
11735	ENSG00000139496	NUP58
11736	ENSG00000132932	ATP8A2
11737	ENSG00000180730	SHISA2
11738	ENSG00000127870	RNF6
11739	ENSG00000132964	CDK8
11740	ENSG00000132970	WASF3
11741	ENSG00000132975	GPR12
11742	ENSG00000152484	USP12
11743	ENSG00000122026	RPL21
11744	ENSG00000122035	RASL11A
11745	ENSG00000122034	GTF3A
11746	ENSG00000122033	MTIF3
11747	ENSG00000139517	LNX2
11748	ENSG00000186184	POLR1D
11749	ENSG00000169840	GSX1
11750	ENSG00000139515	PDX1
11751	ENSG00000165556	CDX2
11752	ENSG00000183463	URAD
11753	ENSG00000122025	FLT3
11754	ENSG00000152520	PAN3
11755	ENSG00000102755	FLT1
11756	ENSG00000132963	POMP
11757	ENSG00000139508	SLC46A3
11758	ENSG00000132938	MTUS2
11759	ENSG00000139514	SLC7A1
11760	ENSG00000122042	UBL3
11761	ENSG00000102781	KATNAL1
11762	ENSG00000236444	UBE2L5
11763	ENSG00000189403	HMGB1
11764	ENSG00000132952	USPL1
11765	ENSG00000132965	ALOX5AP
11766	ENSG00000102802	MEDAG
11767	ENSG00000175664	TEX26
11768	ENSG00000120694	HSPH1
11769	ENSG00000187676	B3GLCT
11770	ENSG00000133105	RXFP2
11771	ENSG00000073910	FRY
11772	ENSG00000189167	ZAR1L
11773	ENSG00000139618	BRCA2
11774	ENSG00000139597	N4BP2L1
11775	ENSG00000244754	N4BP2L2
11776	ENSG00000083642	PDS5B
11777	ENSG00000133116	KL
11778	ENSG00000133121	STARD13
11779	ENSG00000133119	RFC3
11780	ENSG00000172915	NBEA
11781	ENSG00000180660	MAB21L1
11782	ENSG00000133083	DCLK1
11783	ENSG00000120669	SOHLH2
11784	ENSG00000242715	CCDC169
11785	ENSG00000133104	SPART
11786	ENSG00000133101	CCNA1
11787	ENSG00000180440	SERTM1
11788	ENSG00000133111	RFXAP
11789	ENSG00000120693	SMAD9
11790	ENSG00000120697	ALG5
11791	ENSG00000120699	EXOSC8
11792	ENSG00000102710	SUPT20H
11793	ENSG00000180138	CSNK1A1L
